# Original additional everyday contexts. Same columns as vocabulary-additions.tsv.
N4|これから|これから|ab jetzt; von nun an; gleich|Adverb|Zeit|Die Zeit ab dem gegenwärtigen Moment.|これから買い物に行きます。|Korekara kaimono ni ikimasu.|Ich gehe jetzt einkaufen.|これからもよろしくお願いします。|Korekara mo yoroshiku onegai shimasu.|Ich freue mich auf die weitere Zusammenarbeit.
N4|このごろ|このごろ|in letzter Zeit; dieser Tage|Nomen|Zeit|Eine jüngere Zeitspanne; anders als この間（neulich）.|このごろ、よく雨が降ります。|Konogoro, yoku ame ga furimasu.|In letzter Zeit regnet es oft.|このごろは毎朝走っています。|Konogoro wa maiasa hashitte imasu.|In letzter Zeit laufe ich jeden Morgen.
N4|いっぱい|いっぱい|voll; viel; reichlich|Adverb|Zustand|いっぱいになる: voll werden.|お腹がいっぱいです。|Onaka ga ippai desu.|Ich bin satt.|電車は人でいっぱいでした。|Densha wa hito de ippai deshita.|Der Zug war voller Menschen.
N4|居る|おる|sein; sich aufhalten (bescheiden)|Verb|Kommunikation|Bescheidene Form von いる; in ～ております besonders häufig.|担当者は今、席を外しております。|Tantousha wa ima, seki o hazushite orimasu.|Die zuständige Person ist gerade nicht am Platz.|私は午後もこちらにおります。|Watashi wa gogo mo kochira ni orimasu.|Ich bin auch am Nachmittag hier.|godan
N4|ベル|ベル|Glocke; Klingel|Nomen|Alltag|Für akustische Signale an Türen oder Geräten.|玄関のベルが鳴りました。|Genkan no beru ga narimashita.|Die Türklingel hat geläutet.|御用の方はベルを押してください。|Goyou no kata wa beru o oshite kudasai.|Bitte klingeln Sie, wenn Sie etwas benötigen.
N4|ハンドバッグ|ハンドバッグ|Handtasche|Nomen|Alltag|Kleine Tasche zum Tragen persönlicher Dinge.|財布はハンドバッグに入っています。|Saifu wa handobaggu ni haitte imasu.|Die Geldbörse ist in der Handtasche.|母にハンドバッグを贈りました。|Haha ni handobaggu o okurimashita.|Ich habe meiner Mutter eine Handtasche geschenkt.
N4|スクリーン|スクリーン|Leinwand; Bildschirm|Nomen|Medien|Vor allem für eine Projektionsfläche.|スクリーンに写真を映しました。|Sukuriin ni shashin o utsushimashita.|Wir haben Fotos auf die Leinwand projiziert.|大きなスクリーンで映画を見ました。|Ookina sukuriin de eiga o mimashita.|Ich habe einen Film auf einer großen Leinwand gesehen.
N3|アイスクリーム|アイスクリーム|Speiseeis|Nomen|Essen|Oft zu アイス verkürzt.|暑いのでアイスクリームを買いました。|Atsui node aisukuriimu o kaimashita.|Weil es heiß ist, habe ich Eis gekauft.|アイスクリームが溶ける前に食べてください。|Aisukuriimu ga tokeru mae ni tabete kudasai.|Essen Sie das Eis bitte, bevor es schmilzt.
N3|チーズ|チーズ|Käse|Nomen|Essen|Käse als Lebensmittel.|パンにチーズを載せて焼きます。|Pan ni chiizu o nosete yakimasu.|Ich überbacke das Brot mit Käse.|このチーズは塩の味が強いです。|Kono chiizu wa shio no aji ga tsuyoi desu.|Dieser Käse schmeckt stark salzig.
N3|スープ|スープ|Suppe|Nomen|Essen|Für viele Suppenarten; 味噌汁 heißt gewöhnlich nicht スープ.|野菜を使ってスープを作りました。|Yasai o tsukatte suupu o tsukurimashita.|Ich habe eine Gemüsesuppe gekocht.|スープが熱いので気を付けてください。|Suupu ga atsui node ki o tsukete kudasai.|Passen Sie auf, die Suppe ist heiß.
N3|カード|カード|Karte|Nomen|Alltag|Je nach Kontext Zahlungs-, Mitglieds- oder Spielkarte.|カードで払ってもいいですか。|Kaado de haratte mo ii desu ka.|Kann ich mit Karte zahlen?|図書館のカードを作りました。|Toshokan no kaado o tsukurimashita.|Ich habe einen Bibliotheksausweis beantragt.
N3|オフィス|オフィス|Büro|Nomen|Arbeit|Vor allem Büroarbeitsplatz oder Büroräume.|新しいオフィスは駅に近いです。|Atarashii ofisu wa eki ni chikai desu.|Das neue Büro liegt nahe am Bahnhof.|今日はオフィスではなく家で働きます。|Kyou wa ofisu de wa naku ie de hatarakimasu.|Heute arbeite ich zu Hause statt im Büro.
N3|グループ|グループ|Gruppe|Nomen|Menschen|Für zusammengehörige Personen oder Dinge.|四人のグループで話し合ってください。|Yonin no guruupu de hanashiatte kudasai.|Diskutieren Sie bitte in Vierergruppen.|同じグループの人に自己紹介しました。|Onaji guruupu no hito ni jikoshoukai shimashita.|Ich habe mich den Leuten in meiner Gruppe vorgestellt.
N3|ケース|ケース|Fall; Etui; Behälter|Nomen|Abstrakt|Kann eine Situation oder einen Behälter bezeichnen.|このケースでは予約が必要です。|Kono keesu de wa yoyaku ga hitsuyou desu.|In diesem Fall ist eine Reservierung erforderlich.|眼鏡をケースに入れました。|Megane o keesu ni iremashita.|Ich habe die Brille ins Etui gelegt.
N3|プラン|プラン|Plan; Angebotspaket|Nomen|Planung|Für Vorhaben und wählbare Tarife oder Pakete.|旅行のプランを立てました。|Ryokou no puran o tatemashita.|Ich habe einen Reiseplan gemacht.|朝食付きのプランを選びました。|Choushokutsuki no puran o erabimashita.|Ich habe das Angebot mit Frühstück gewählt.
N3|マイク|マイク|Mikrofon|Nomen|Kommunikation|Kurzform von マイクロフォン.|マイクを使って話してください。|Maiku o tsukatte hanashite kudasai.|Sprechen Sie bitte ins Mikrofon.|発表の前にマイクを確認しました。|Happyou no mae ni maiku o kakunin shimashita.|Ich habe das Mikrofon vor dem Vortrag geprüft.
N3|チャンス|チャンス|Chance; Gelegenheit|Nomen|Abstrakt|チャンスを生かす: eine Gelegenheit nutzen.|海外で働くチャンスを得ました。|Kaigai de hataraku chansu o emashita.|Ich habe die Chance bekommen, im Ausland zu arbeiten.|失敗しても次のチャンスがあります。|Shippai shite mo tsugi no chansu ga arimasu.|Auch nach einem Fehlschlag gibt es eine neue Chance.
N3|ブレーキ|ブレーキ|Bremse|Nomen|Verkehr|ブレーキをかける: bremsen.|危ないのでブレーキをかけました。|Abunai node bureeki o kakemashita.|Weil es gefährlich wurde, habe ich gebremst.|自転車のブレーキを修理しました。|Jitensha no bureeki o shuuri shimashita.|Ich habe die Fahrradbremse repariert.
N3|ベンチ|ベンチ|Sitzbank|Nomen|Ort|Eine Sitzgelegenheit, keine Geldbank.|公園のベンチで休みました。|Kouen no benchi de yasumimashita.|Ich habe mich auf einer Parkbank ausgeruht.|ベンチの上に忘れ物がありました。|Benchi no ue ni wasuremono ga arimashita.|Auf der Bank lag ein vergessener Gegenstand.
N3|ボール|ボール|Ball|Nomen|Sport|Für Sport und Spiel; ボウル ist meist die Schüssel.|子供がボールを投げています。|Kodomo ga booru o nagete imasu.|Das Kind wirft einen Ball.|ボールが道路に転がりました。|Booru ga douro ni korogarimashita.|Der Ball ist auf die Straße gerollt.
N3|スタイル|スタイル|Stil; Art; Figur|Nomen|Eigenschaften|Für Gestaltung, Lebensweise oder Körperform.|自分に合う学習スタイルを見つけました。|Jibun ni au gakushuu sutairu o mitsukemashita.|Ich habe einen passenden Lernstil gefunden.|この店は昔のスタイルを大切にしています。|Kono mise wa mukashi no sutairu o taisetsu ni shite imasu.|Dieses Geschäft bewahrt den alten Stil.
N3|スピーチ|スピーチ|Rede; Ansprache|Nomen|Kommunikation|Meist eine vorbereitete Rede vor Publikum.|結婚式で短いスピーチをしました。|Kekkonshiki de mijikai supiichi o shimashita.|Ich habe auf der Hochzeit eine kurze Rede gehalten.|スピーチの内容を何度も練習しました。|Supiichi no naiyou o nando mo renshuu shimashita.|Ich habe den Inhalt meiner Rede mehrmals geübt.
N3|ノック|ノック|Klopfen|Nomen|Alltag|ノックする; häufig an einer Tür.|部屋に入る前にノックしてください。|Heya ni hairu mae ni nokku shite kudasai.|Klopfen Sie bitte an, bevor Sie eintreten.|ドアをノックしても返事がありませんでした。|Doa o nokku shite mo henji ga arimasen deshita.|Auch nach dem Anklopfen kam keine Antwort.
N2|スケジュール|スケジュール|Zeitplan; Terminkalender|Nomen|Planung|Ein Zeitplan mit mehreren Terminen oder Aufgaben.|来週のスケジュールを確認しました。|Raishuu no sukejuuru o kakunin shimashita.|Ich habe den Zeitplan für nächste Woche geprüft.|無理のないスケジュールを立てましょう。|Muri no nai sukejuuru o tatemashou.|Stellen wir einen realistischen Zeitplan auf.
N2|インタビュー|インタビュー|Interview|Nomen|Medien|Gezielte Befragung für einen Bericht oder eine Untersuchung.|選手にインタビューをしました。|Senshu ni intabyuu o shimashita.|Ich habe den Sportler interviewt.|インタビューの内容を記事にまとめました。|Intabyuu no naiyou o kiji ni matomemashita.|Ich habe aus dem Interview einen Artikel gemacht.
N2|サンプル|サンプル|Muster; Probe; Stichprobe|Nomen|Handel|Muster oder Stichprobe zur Prüfung und zum Vergleich.|商品のサンプルを送っていただきました。|Shouhin no sanpuru o okutte itadakimashita.|Ich habe ein Produktmuster zugeschickt bekommen.|少数のサンプルだけでは判断できません。|Shousuu no sanpuru dake de wa handan dekimasen.|Anhand weniger Stichproben lässt sich das nicht beurteilen.
N2|テーマ|テーマ|Thema; Leitgedanke|Nomen|Bildung|Zentrales Thema eines Textes, einer Untersuchung oder eines Gesprächs.|発表のテーマを決めました。|Happyou no teema o kimemashita.|Ich habe das Thema meines Vortrags festgelegt.|環境をテーマに作文を書きました。|Kankyou o teema ni sakubun o kakimashita.|Ich habe einen Aufsatz zum Thema Umwelt geschrieben.
N2|バランス|バランス|Gleichgewicht; Ausgewogenheit|Nomen|Abstrakt|バランスを取る: ausgleichen.|仕事と休みのバランスが大切です。|Shigoto to yasumi no baransu ga taisetsu desu.|Ein Gleichgewicht zwischen Arbeit und Erholung ist wichtig.|バランスを崩して転びそうになりました。|Baransu o kuzushite korobisou ni narimashita.|Ich verlor das Gleichgewicht und wäre fast gestürzt.
N2|レベル|レベル|Niveau; Stufe|Nomen|Bewertung|Bezeichnet eine Stufe der Fähigkeit oder Schwierigkeit.|自分のレベルに合う本を選びます。|Jibun no reberu ni au hon o erabimasu.|Ich wähle Bücher, die meinem Niveau entsprechen.|この試験はかなり高いレベルです。|Kono shiken wa kanari takai reberu desu.|Diese Prüfung hat ein recht hohes Niveau.
N2|メニュー|メニュー|Speisekarte; Menüauswahl|Nomen|Essen|Eine Liste von Speisen oder auswählbaren Optionen.|メニューを見せてください。|Menyuu o misete kudasai.|Zeigen Sie mir bitte die Speisekarte.|季節ごとにメニューが変わります。|Kisetsugoto ni menyuu ga kawarimasu.|Die Speisekarte wechselt mit den Jahreszeiten.
N2|ロビー|ロビー|Lobby; Eingangshalle|Nomen|Ort|Öffentlicher Empfangs- und Wartebereich, etwa in einem Hotel.|ホテルのロビーで待っています。|Hoteru no robii de matte imasu.|Ich warte in der Hotellobby.|ロビーには自由に使える椅子があります。|Robii ni wa jiyuu ni tsukaeru isu ga arimasu.|In der Lobby gibt es frei nutzbare Sitzplätze.
N2|ロッカー|ロッカー|Schließfach; Spind|Nomen|Alltag|Abschließbarer Aufbewahrungsraum.|荷物を駅のロッカーに入れました。|Nimotsu o eki no rokkaa ni iremashita.|Ich habe mein Gepäck in ein Bahnhofsschließfach gelegt.|ロッカーの鍵をなくしました。|Rokkaa no kagi o nakushimashita.|Ich habe den Schließfachschlüssel verloren.
N2|パターン|パターン|Muster; wiederkehrende Form|Nomen|Abstrakt|Wiederkehrende Form oder Verhaltensweise.|間違いのパターンを調べました。|Machigai no pataan o shirabemashita.|Ich habe die Fehlermuster untersucht.|毎日同じパターンで生活しています。|Mainichi onaji pataan de seikatsu shite imasu.|Mein Alltag folgt jeden Tag demselben Muster.
N2|空っぽ|からっぽ|leer; völlig ohne Inhalt|Adjektiv|Zustand|空っぽの vor einem Nomen.|冷蔵庫が空っぽです。|Reizouko ga karappo desu.|Der Kühlschrank ist völlig leer.|空っぽの箱を片付けました。|Karappo no hako o katazukemashita.|Ich habe die leeren Kisten weggeräumt.
N2|人通り|ひとどおり|Fußgängerverkehr; Passantenaufkommen|Nomen|Ort|人通りが多い・少ない beschreibt, ob viele oder wenige Menschen vorbeigehen.|この道は夜でも人通りが多いです。|Kono michi wa yoru de mo hitodoori ga ooi desu.|Diese Straße ist auch nachts belebt.|人通りの少ない道を避けました。|Hitodoori no sukunai michi o sakemashita.|Ich habe wenig belebte Wege gemieden.
N1|アンケート|アンケート|Umfrage; Fragebogen|Nomen|Kommunikation|アンケートに答える: an einer Umfrage teilnehmen.|利用者にアンケートを実施しました。|Riyousha ni ankeeto o jisshi shimashita.|Wir haben eine Nutzerumfrage durchgeführt.|アンケートの結果を改善に生かします。|Ankeeto no kekka o kaizen ni ikashimasu.|Wir nutzen die Umfrageergebnisse für Verbesserungen.
N1|コミュニケーション|コミュニケーション|Kommunikation; Verständigung|Nomen|Kommunikation|Mit コミュニケーションを取る das Kommunizieren oder den Austausch bezeichnen.|職場でのコミュニケーションを大切にしています。|Shokuba de no komyunikeeshon o taisetsu ni shite imasu.|Wir legen Wert auf Kommunikation am Arbeitsplatz.|言葉だけがコミュニケーションの手段ではありません。|Kotoba dake ga komyunikeeshon no shudan de wa arimasen.|Sprache ist nicht das einzige Mittel der Verständigung.
N1|コメント|コメント|Kommentar; Stellungnahme|Nomen|Kommunikation|Kurze Stellungnahme oder Erläuterung.|記事についてコメントを求められました。|Kiji ni tsuite komento o motomeraremashita.|Ich wurde um eine Stellungnahme zu dem Artikel gebeten.|具体的なコメントをいただき、修正しました。|Gutaiteki na komento o itadaki, shuusei shimashita.|Ich habe konkrete Rückmeldungen erhalten und den Text überarbeitet.
N1|トラブル|トラブル|Problem; Störung; Streit|Nomen|Abstrakt|Eine Schwierigkeit, Störung oder Auseinandersetzung.|機械のトラブルで作業が止まりました。|Kikai no toraburu de sagyou ga tomarimashita.|Wegen einer Maschinenstörung kam die Arbeit zum Stillstand.|契約内容を確認してトラブルを防ぎます。|Keiyaku naiyou o kakunin shite toraburu o fusegimasu.|Wir prüfen den Vertrag, um Probleme zu vermeiden.
N1|ニュアンス|ニュアンス|Bedeutungsnuance; feiner Unterschied|Nomen|Sprache|Feiner Unterschied in Bedeutung oder Wirkung.|この二つの言葉はニュアンスが違います。|Kono futatsu no kotoba wa nyuansu ga chigaimasu.|Diese beiden Wörter unterscheiden sich in ihrer Nuance.|翻訳では細かいニュアンスが伝わりにくいです。|Hon'yaku de wa komakai nyuansu ga tsutawarinikui desu.|Feine Nuancen lassen sich in Übersetzungen schwer vermitteln.
N1|メッセージ|メッセージ|Nachricht; Botschaft|Nomen|Kommunikation|Eine Mitteilung oder eine vermittelte Botschaft.|留守番電話にメッセージを残しました。|Rusuban denwa ni messeeji o nokoshimashita.|Ich habe eine Nachricht auf dem Anrufbeantworter hinterlassen.|この作品には強いメッセージが込められています。|Kono sakuhin ni wa tsuyoi messeeji ga komerarete imasu.|Dieses Werk vermittelt eine starke Botschaft.
N1|オンライン|オンライン|online; über das Internet verbunden|Nomen|Technik|Lehnwort; seine Zuordnung zu N1 in älteren Lernlisten ist keine Aussage über heutige Alltagshäufigkeit.|オンラインで授業を受けています。|Onrain de jugyou o ukete imasu.|Ich nehme online am Unterricht teil.|申し込みはオンラインでも可能です。|Moushikomi wa onrain de mo kanou desu.|Die Anmeldung ist auch online möglich.
N1|ヒント|ヒント|Hinweis; Denkanstoß|Nomen|Bildung|Information, die beim Finden einer Antwort hilft.|答えのヒントを一つください。|Kotae no hinto o hitotsu kudasai.|Geben Sie mir bitte einen Hinweis zur Lösung.|友人の言葉が解決のヒントになりました。|Yuujin no kotoba ga kaiketsu no hinto ni narimashita.|Die Worte eines Freundes gaben den entscheidenden Denkanstoß.
N1|タイミング|タイミング|Zeitpunkt; zeitliche Abstimmung|Nomen|Zeit|タイミングが合う: zeitlich passen.|質問するタイミングを逃しました。|Shitsumon suru taimingu o nogashimashita.|Ich habe den richtigen Moment zum Fragen verpasst.|ちょうどいいタイミングで電話が来ました。|Choudo ii taimingu de denwa ga kimashita.|Der Anruf kam genau im richtigen Moment.
N1|ファイル|ファイル|Datei; Aktenmappe|Nomen|Technik|Für elektronische Dateien und Mappen mit Papierunterlagen.|資料を一つのファイルにまとめました。|Shiryou o hitotsu no fairu ni matomemashita.|Ich habe die Unterlagen in einer Datei zusammengefasst.|古いファイルを開いて内容を確認しました。|Furui fairu o hiraite naiyou o kakunin shimashita.|Ich habe die alte Datei geöffnet und den Inhalt geprüft.
N1|フロント|フロント|Rezeption; Empfang|Nomen|Reisen|In diesem Sinn die Rezeption eines Hotels.|部屋の鍵をフロントに預けました。|Heya no kagi o furonto ni azukemashita.|Ich habe den Zimmerschlüssel an der Rezeption abgegeben.|困った時はフロントに連絡してください。|Komatta toki wa furonto ni renraku shite kudasai.|Wenden Sie sich bei Problemen an die Rezeption.
