# Original teaching content. level|word|reading|German meaning|type|category|usage notes|Japanese 1|romaji 1|German 1|Japanese 2|romaji 2|German 2|optional verb group
N5|スリッパ|スリッパ|Hausschuhe; Pantoffeln|Nomen|Wohnen|Meist leichte Schuhe für Innenräume.|玄関でスリッパを履きます。|Genkan de surippa o hakimasu.|Im Eingangsbereich ziehe ich Hausschuhe an.|トイレのスリッパはここに置いてください。|Toire no surippa wa koko ni oite kudasai.|Stellen Sie die Toilettenpantoffeln bitte hierhin.
N5|ストーブ|ストーブ|Heizofen; Heizgerät|Nomen|Wohnen|Meist ein Heizgerät für einen Raum, nicht der Küchenherd.|寒いのでストーブをつけました。|Samui node sutoobu o tsukemashita.|Weil es kalt ist, habe ich den Heizofen eingeschaltet.|寝る前にストーブを消してください。|Neru mae ni sutoobu o keshite kudasai.|Schalten Sie vor dem Schlafengehen den Heizofen aus.
N5|ポケット|ポケット|Tasche an einem Kleidungsstück|Nomen|Alltag|Für eine Kleidertasche, nicht für eine Handtasche.|鍵はポケットにあります。|Kagi wa poketto ni arimasu.|Der Schlüssel ist in der Tasche.|ポケットからお金を出しました。|Poketto kara okane o dashimashita.|Ich habe Geld aus der Tasche genommen.
N5|ポスト|ポスト|Briefkasten|Nomen|Alltag|In diesem Sinn meist der Briefkasten zum Einwerfen von Post.|手紙をポストに入れます。|Tegami o posuto ni iremasu.|Ich werfe den Brief in den Briefkasten.|駅の前に赤いポストがあります。|Eki no mae ni akai posuto ga arimasu.|Vor dem Bahnhof steht ein roter Briefkasten.
N5|ペット|ペット|Haustier|Nomen|Natur|ペットを飼う bedeutet ein Haustier halten.|この家ではペットを飼えます。|Kono ie de wa petto o kaemasu.|In diesem Haus darf man Haustiere halten.|私のペットは小さな犬です。|Watashi no petto wa chiisana inu desu.|Mein Haustier ist ein kleiner Hund.
N5|八百屋|やおや|Gemüseladen; Gemüsehändler|Nomen|Handel|Ein Laden für Gemüse und oft auch Obst.|八百屋で野菜を買います。|Yaoya de yasai o kaimasu.|Ich kaufe Gemüse im Gemüseladen.|駅の近くに八百屋があります。|Eki no chikaku ni yaoya ga arimasu.|In der Nähe des Bahnhofs gibt es einen Gemüseladen.
N5|大きな|おおきな|groß|Adjektiv|Eigenschaften|Steht unmittelbar vor einem Nomen; als Satzaussage verwendet man 大きいです.|大きな犬がいます。|Ookina inu ga imasu.|Da ist ein großer Hund.|大きな声で読んでください。|Ookina koe de yonde kudasai.|Lesen Sie bitte mit lauter Stimme.
N5|小さな|ちいさな|klein|Adjektiv|Eigenschaften|Steht unmittelbar vor einem Nomen; als Satzaussage verwendet man 小さいです.|小さな店でパンを買いました。|Chiisana mise de pan o kaimashita.|Ich habe in einem kleinen Laden Brot gekauft.|庭に小さな花が咲いています。|Niwa ni chiisana hana ga saite imasu.|Im Garten blühen kleine Blumen.
N5|嫌|いや|unangenehm; unerwünscht; nicht mögen|Adjektiv|Gefühle|な-Adjektiv: 嫌なこと. 嫌です kann eine deutliche Ablehnung ausdrücken.|雨の日は嫌です。|Ame no hi wa iya desu.|Regentage mag ich nicht.|嫌なことは忘れましょう。|Iya na koto wa wasuremashou.|Vergessen wir die unangenehmen Dinge.
N5|ぬるい|ぬるい|lauwarm|Adjektiv|Eigenschaften|Auch 温い; häufig für Getränke oder Badewasser, die nicht warm genug sind.|このお茶はぬるいです。|Kono ocha wa nurui desu.|Dieser Tee ist lauwarm.|お風呂のお湯がぬるくなりました。|Ofuro no oyu ga nuruku narimashita.|Das Badewasser ist lauwarm geworden.
N5|もう一度|もういちど|noch einmal|Adverb|Kommunikation|Für die Wiederholung einer Handlung.|もう一度言ってください。|Mou ichido itte kudasai.|Bitte sagen Sie es noch einmal.|あの映画をもう一度見たいです。|Ano eiga o mou ichido mitai desu.|Ich möchte diesen Film noch einmal sehen.
N5|どうぞ|どうぞ|bitte; nur zu|Ausdruck|Kommunikation|Zum Anbieten oder Einladen; bei Bitten oft mit ～てください.|どうぞ、座ってください。|Douzo, suwatte kudasai.|Bitte nehmen Sie Platz.|このお菓子をどうぞ。|Kono okashi o douzo.|Bitte bedienen Sie sich an diesen Süßigkeiten.
N5|どうも|どうも|danke; sehr; irgendwie|Ausdruck|Kommunikation|Allein ein kurzer, eher lockerer Dank; verstärkt auch ありがとうございます.|どうもありがとうございます。|Doumo arigatou gozaimasu.|Vielen Dank.|いつもどうも。|Itsumo doumo.|Danke, wie immer.
N5|ええ|ええ|ja|Ausdruck|Kommunikation|Ein zustimmendes ja im Gespräch; はい passt besser in formellen Situationen.|ええ、そうです。|Ee, sou desu.|Ja, genau.|ええ、明日は休みです。|Ee, ashita wa yasumi desu.|Ja, morgen habe ich frei.
N5|さあ|さあ|also; los; nun|Ausdruck|Kommunikation|Leitet eine Aufforderung ein oder drückt zögernde Unsicherheit aus.|さあ、始めましょう。|Saa, hajimemashou.|Also, fangen wir an.|さあ、よく分かりません。|Saa, yoku wakarimasen.|Hm, das weiß ich nicht so genau.
N5|こんな|こんな|solch; so ein|Adjektiv|Eigenschaften|Steht vor einem Nomen; verweist auf etwas Nahes oder gerade Gezeigtes.|こんな本を探しています。|Konna hon o sagashite imasu.|Ich suche ein Buch wie dieses.|こんな所に店があるんですね。|Konna tokoro ni mise ga aru n desu ne.|An so einem Ort gibt es also ein Geschäft.
N5|どんな|どんな|was für ein; welcher Art|Adjektiv|Kommunikation|Steht vor einem Nomen und fragt nach dessen Art oder Eigenschaften.|どんな音楽が好きですか。|Donna ongaku ga suki desu ka.|Was für Musik mögen Sie?|どんな仕事をしていますか。|Donna shigoto o shite imasu ka.|Was arbeiten Sie?
N5|あまり|あまり|nicht besonders; nicht viel|Adverb|Art und Weise|In der Grundverwendung mit einer Verneinung: あまり～ない.|肉はあまり食べません。|Niku wa amari tabemasen.|Ich esse nicht viel Fleisch.|今日はあまり寒くないです。|Kyou wa amari samukunai desu.|Heute ist es nicht besonders kalt.
N5|いい|いい|gut|Adjektiv|Eigenschaften|Häufige Form von 良い; gebeugte Formen meist よくない・よかった.|今日はいい天気です。|Kyou wa ii tenki desu.|Heute ist schönes Wetter.|ここに座ってもいいですか。|Koko ni suwatte mo ii desu ka.|Darf ich mich hier hinsetzen?
N5|じゃあ|じゃあ|also; dann|Ausdruck|Kommunikation|Gesprochene Form von では; leitet eine Folgerung oder einen Abschied ein.|じゃあ、また明日。|Jaa, mata ashita.|Also, bis morgen.|じゃあ、これをください。|Jaa, kore o kudasai.|Dann nehme ich bitte das hier.
N5|では|では|also; dann; nun|Ausdruck|Kommunikation|Als Gesprächsübergang etwas formeller als じゃあ.|では、始めます。|Dewa, hajimemasu.|Dann fangen wir an.|では、また来週。|Dewa, mata raishuu.|Dann bis nächste Woche.
N5|それから|それから|danach; außerdem|Adverb|Zeit|Verbindet aufeinanderfolgende Handlungen oder ergänzt eine Aufzählung.|朝ご飯を食べます。それから学校に行きます。|Asagohan o tabemasu. Sorekara gakkou ni ikimasu.|Ich frühstücke. Danach gehe ich zur Schule.|パンと、それから牛乳をください。|Pan to, sorekara gyuunyuu o kudasai.|Ich hätte gern Brot und außerdem Milch.
N5|そして|そして|und; und dann|Ausdruck|Kommunikation|Verbindet Sätze und fügt Informationen hinzu.|この部屋は広いです。そして明るいです。|Kono heya wa hiroi desu. Soshite akarui desu.|Dieses Zimmer ist geräumig und hell.|本を読みました。そして寝ました。|Hon o yomimashita. Soshite nemashita.|Ich habe ein Buch gelesen und bin dann schlafen gegangen.
N5|それでは|それでは|also dann; in diesem Fall|Ausdruck|Kommunikation|Für einen Übergang, eine Folgerung oder einen höflichen Abschied.|それでは、失礼します。|Soredewa, shitsurei shimasu.|Dann verabschiede ich mich.|それでは、駅で会いましょう。|Soredewa, eki de aimashou.|Dann treffen wir uns am Bahnhof.
N5|どうして|どうして|warum; wie kommt es|Adverb|Kommunikation|Fragt nach einem Grund; どう fragt meist nach Art oder Methode.|どうして学校を休みましたか。|Doushite gakkou o yasumimashita ka.|Warum haben Sie in der Schule gefehlt?|どうして日本語を勉強していますか。|Doushite nihongo o benkyou shite imasu ka.|Warum lernen Sie Japanisch?
N5|どなた|どなた|wer (höflich)|Ausdruck|Menschen|Höfliche Entsprechung zu 誰.|あの方はどなたですか。|Ano kata wa donata desu ka.|Wer ist jene Person?|どなたといらっしゃいましたか。|Donata to irasshaimashita ka.|Mit wem sind Sie gekommen?
N5|どちら|どちら|welche von zwei; wo; wer (höflich)|Ausdruck|Kommunikation|Für eine Auswahl zwischen zwei Möglichkeiten oder eine höfliche Ortsfrage.|お茶とコーヒーはどちらがいいですか。|Ocha to koohii wa dochira ga ii desu ka.|Möchten Sie lieber Tee oder Kaffee?|お国はどちらですか。|Okuni wa dochira desu ka.|Aus welchem Land kommen Sie?
N5|こちら|こちら|hier; diese Richtung; diese Person (höflich)|Ausdruck|Ort|Höfliches Gegenstück zu ここ bzw. この人.|こちらへ来てください。|Kochira e kite kudasai.|Kommen Sie bitte hierher.|こちらは山田さんです。|Kochira wa Yamada-san desu.|Das ist Herr oder Frau Yamada.
N5|そちら|そちら|dort bei Ihnen; jene Richtung; Sie (höflich)|Ausdruck|Ort|Verweist auf den Bereich der angesprochenen Person.|そちらに座ってください。|Sochira ni suwatte kudasai.|Setzen Sie sich bitte dorthin.|そちらの天気はどうですか。|Sochira no tenki wa dou desu ka.|Wie ist das Wetter bei Ihnen?
N5|あちら|あちら|dort drüben; jene Richtung (höflich)|Ausdruck|Ort|Verweist auf etwas, das von beiden Gesprächspartnern entfernt ist.|入口はあちらです。|Iriguchi wa achira desu.|Der Eingang ist dort drüben.|あちらの店で買いました。|Achira no mise de kaimashita.|Ich habe es in dem Geschäft dort drüben gekauft.
N5|こっち|こっち|hier; diese Seite (umgangssprachlich)|Ausdruck|Ort|Lockere Form von こちら.|こっちに来て。|Kocchi ni kite.|Komm her.|こっちの道が近いです。|Kocchi no michi ga chikai desu.|Dieser Weg ist kürzer.
N5|そっち|そっち|dort bei dir; diese Seite dort|Ausdruck|Ort|Lockere Form von そちら.|そっちに行ってもいい？|Socchi ni itte mo ii?|Darf ich zu dir kommen?|そっちのかばんは誰の？|Socchi no kaban wa dare no?|Wem gehört die Tasche dort bei dir?
N5|あっち|あっち|dort drüben; jene Seite|Ausdruck|Ort|Lockere Form von あちら.|駅はあっちです。|Eki wa acchi desu.|Der Bahnhof ist dort drüben.|あっちで待っていて。|Acchi de matte ite.|Warte dort drüben.
N5|どっち|どっち|welche von zwei; welche Richtung (locker)|Ausdruck|Kommunikation|Lockere Form von どちら.|赤と青、どっちが好き？|Aka to ao, docchi ga suki?|Was magst du lieber, Rot oder Blau?|駅はどっち？|Eki wa docchi?|In welcher Richtung ist der Bahnhof?
N5|つまらない|つまらない|langweilig; uninteressant|Adjektiv|Eigenschaften|Auch 詰まらない; meist in Hiragana geschrieben.|この映画はつまらないです。|Kono eiga wa tsumaranai desu.|Dieser Film ist langweilig.|一人ではつまらないので、友達を呼びました。|Hitori de wa tsumaranai node, tomodachi o yobimashita.|Weil es allein langweilig ist, habe ich Freunde eingeladen.
N5|みんな|みんな|alle; alle zusammen|Nomen|Menschen|Gesprochene Form von 皆（みな）; みんなで bedeutet alle gemeinsam.|みんなで写真を撮りましょう。|Minna de shashin o torimashou.|Machen wir alle zusammen ein Foto.|みんな、もう来ましたか。|Minna, mou kimashita ka.|Sind schon alle da?
N5|皆|みな|alle|Nomen|Menschen|Etwas formeller als みんな; auch in 皆さん（みなさん）.|学生は皆、教室にいます。|Gakusei wa mina, kyoushitsu ni imasu.|Die Studierenden sind alle im Klassenzimmer.|皆で相談しましょう。|Mina de soudan shimashou.|Besprechen wir es gemeinsam.
N5|また|また|wieder; noch einmal; außerdem|Adverb|Zeit|Für Wiederholung oder ein weiteres Treffen; nicht mit 股（Schritt）verwechseln.|また明日会いましょう。|Mata ashita aimashou.|Treffen wir uns morgen wieder.|また雨が降ってきました。|Mata ame ga futte kimashita.|Es hat wieder angefangen zu regnen.
N5|そう|そう|so; auf diese Weise|Adverb|Art und Weise|Verweist auf das zuvor Gesagte; そうです bedeutet das stimmt.|そうです。私は学生です。|Sou desu. Watashi wa gakusei desu.|Das stimmt. Ich bin Student.|私もそう思います。|Watashi mo sou omoimasu.|Das denke ich auch.
N5|方|かた|Person (höflich)|Nomen|Menschen|Höfliche Entsprechung zu 人. Die Lesung ほう hat andere Bedeutungen.|あの方は先生です。|Ano kata wa sensei desu.|Jene Person ist eine Lehrperson.|どの方が山田さんですか。|Dono kata ga Yamada-san desu ka.|Welche Person ist Herr oder Frau Yamada?
N5|方|ほう|Seite; Richtung; die eine Alternative|Nomen|Vergleich|Im Vergleich ～の方が; nicht die Personenlesung かた.|こちらの方が安いです。|Kochira no hou ga yasui desu.|Das hier ist günstiger.|駅の方へ歩きます。|Eki no hou e arukimasu.|Ich gehe in Richtung Bahnhof.
N5|側|そば|Nähe; neben|Nomen|Ort|Meist そば geschrieben; von そば（Buchweizennudeln）zu unterscheiden.|駅の側に住んでいます。|Eki no soba ni sunde imasu.|Ich wohne in der Nähe des Bahnhofs.|私の側に座ってください。|Watashi no soba ni suwatte kudasai.|Setzen Sie sich bitte neben mich.
